"state","Undecided","poll_id","pollster","start_date","end_date","sample_subpopulation","sample_size","mode","partisanship","partisan_affiliation","reppoll","dempoll","libpoll","threepoll","grepoll","Other","repres","demres","libres","greres","daystoelection","perrep","perdem","perind","permultiracial","perwhite","perblack","perindig","perasian","perpacific","perother","perlatinx","popcit18plus","percit18plusmale","percit18plusfem","medage","perhsplus","perugplus","unemp","medhhincome","per2034","per3554","per5564","per65plus","singledadfam","singlemomfam","vets","bornstateres","forborncit","noneng","spanish","nonengsp","nonsplang","splang","forlang","meanhhincome","perfoodstamp","percapitainc","medearngap","perhealthins","perbelowpov","minblack","minlatinx","minother","femdomcit18plus","femdom","gunbckcheck","evangelical_pop","vepvotingrate","wideo","citi6013","w_gayrights_employment_discrimit","giexorder","gilaw","giexorder_law","soexorder","solaw","soexorder_law","guncontrol_assaultweapon_ban","guncontrol_opencarry","labor_minwage_abovefed","regulation_physician_suicide","earned_income_taxcredit","x_tax_rate_rich","x_top_corporateincometaxrate","genderrights_era_ratification","genderrights_state_eras","genrights_genddiscrim_post1964","statemin","employ_pop","pctwomenearn","death_penalty","w_ec_access","abortion_consent_1992_2014","w_abortion_parental_notice_1983_","abortion_medicaid","demties","repties","libties","greties"
"MO",0.02,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",589,"Internet","Nonpartisan","None",0.5,0.36,0,0,0,0.12,0,0,0,0,16,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.16,26344,"Ipsos/Reuters",2016-09-23,2016-10-13,"Likely Voters",812,"Internet","Nonpartisan","None",0.48,0.36,0,0,0,0,0,0,0,0,26,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.05,26146,"Monmouth University",2016-10-09,2016-10-11,"Likely Voters",406,"Live Phone","Nonpartisan","None",0.46,0.41,0,0,0,0.08,0,0,0,0,28,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.14,26118,"Ipsos/Reuters",2016-09-16,2016-10-06,"Likely Voters",871,"Internet","Nonpartisan","None",0.49,0.37,0,0,0,0,0,0,0,0,33,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.07,25646,"CBS/YouGov",2016-09-21,2016-09-23,"Likely Voters",1087,"Internet","Nonpartisan","None",0.46,0.37,0,0,0,0.09,0,0,0,0,46,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.11,25558,"Ipsos/Reuters",2016-08-26,2016-09-15,"Likely Voters",693,"Internet","Nonpartisan","None",0.53,0.36,0,0,0,0,0,0,0,0,54,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.09,25375,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",1801,"Internet","Nonpartisan","None",0.51,0.41,0,0,0,0,0,0,0,0,68,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.11,25316,"PPP (D-NELP)",2016-08-26,2016-08-27,"Likely Voters",1055,"IVR/Online","Sponsor","Dem",0.47,0.41,0,0,0,0,0,0,0,0,73,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.05,25240,"Monmouth University",2016-08-19,2016-08-22,"Likely Voters",401,"Live Phone","Nonpartisan","None",0.44,0.43,0,0,0,0.09,0,0,0,0,78,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.13,25196,"PPP (D-Protect Missouri Families)",2016-08-08,2016-08-09,"Likely Voters",947,"IVR/Online","Sponsor","Dem",0.45,0.42,0,0,0,0,0,0,0,0,91,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.09,24994,"Mason-Dixon",2016-07-23,2016-07-24,"Likely Voters",625,"Live Phone","Nonpartisan","None",0.4,0.41,0,0,0,0.1,0,0,0,0,107,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.07,24977,"SurveyUSA/KSDK",2016-07-20,2016-07-24,"Likely Voters",1943,"Mixed","Nonpartisan","None",0.47,0.37,0,0,0,0.08,0,0,0,0,107,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.1,24901,"PPP (D)",2016-07-11,2016-07-12,"Likely Voters",959,"IVR/Online","Pollster","Dem",0.46,0.36,0,0,0,0.08,0,0,0,0,119,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.11,24188,"DFM Research (D-United Transportation Union)",2016-03-17,2016-03-24,"Likely Voters",674,"Live Phone","Sponsor","Dem",0.4,0.42,0,0,0,0.08,0,0,0,0,229,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.19,24056,"Fort Hays State University",2016-03-03,2016-03-10,"Adults",475,"Live Phone","Nonpartisan","None",0.43,0.38,0,0,0,0,0,0,0,0,243,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MO",0.13,22555,"PPP (D)",2015-08-07,2015-08-09,"Likely Voters",859,"Automated Phone","Pollster","Dem",0.48,0.39,0,0,0,0,0,0,0,0,457,41,42,18,2.5,84.6,12.8,1.3,2.4,0.2,1.3,4,4567771,48.3,51.7,38.4,88.9,27.8,5.3,50238,20.1,25.4,13.3,15.6,4.3,11.8,9,66.1,44.4,6,2.6,3.4,1,0,1,68065,12.1,27384,10138,90.2,14.8,1,0,0,1,1,130914,40.099998,0.6,-0.282863528,44.96125,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,7.25,0.714214,74.67,0,0,1,2,0,0,0,0,0
"MT",0.03,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",449,"Internet","Nonpartisan","None",0.53,0.29,0,0,0,0,0,0,0,0,1,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",339,"Internet","Nonpartisan","None",0.54,0.41,0,0,0,0,0,0,0,0,2,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0.02,26572,"SurveyMonkey",2016-10-24,2016-10-30,"Likely Voters",382,"Internet","Nonpartisan","None",0.48,0.38,0,0,0,0,0,0,0,0,9,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0,26592,"UPI/CVOTER",2016-10-23,2016-10-29,"Likely Voters",340,"Internet","Nonpartisan","None",0.55,0.41,0,0,0,0,0,0,0,0,10,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0.04,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",410,"Internet","Nonpartisan","None",0.51,0.35,0,0,0,0,0,0,0,0,16,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0.2,26444,"MSU-Billings",2016-10-03,2016-10-10,"Adults",590,"Live Phone","Nonpartisan","None",0.43,0.27,0,0,0,0,0,0,0,0,29,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"MT",0.12,25376,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",999,"Internet","Nonpartisan","None",0.51,0.38,0,0,0,0,0,0,0,0,68,49,30,21,2.6,91.5,1,8.1,1.3,0.2,0.8,3.6,797198,50,50,39.9,93.5,30.6,4.5,49509,19.4,24,14.6,17.3,3.8,8.4,10.6,54.3,53.3,4.2,1.5,2.7,1,0,1,66110,9.1,27735,12680,88.4,14.6,0,0,1,0,0,91129,16.9,0.63,0.054186091,49.57113,0,0,0,0,1,0,1,0,1,1,1,0,7.11,6.75,1,1,1,7.9,0.81458375,77.79,0,1,0,2,1,0,0,0,0
"NE",0.03,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",988,"Internet","Nonpartisan","None",0.53,0.35,0,0,0,0,0,0,0,0,1,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",340,"Internet","Nonpartisan","None",0.56,0.38,0,0,0,0,0,0,0,0,2,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.15,26806,"Ipsos/Reuters",2016-10-17,2016-11-06,"Likely Voters",350,"Internet","Nonpartisan","None",0.53,0.32,0,0,0,0,0,0,0,0,2,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.02,26572,"SurveyMonkey",2016-10-24,2016-10-30,"Likely Voters",328,"Internet","Nonpartisan","None",0.51,0.33,0,0,0,0,0,0,0,0,9,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0,26592,"UPI/CVOTER",2016-10-23,2016-10-29,"Likely Voters",334,"Internet","Nonpartisan","None",0.58,0.38,0,0,0,0,0,0,0,0,10,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.02,26431,"SurveyMonkey",2016-10-17,2016-10-23,"Likely Voters",394,"Internet","Nonpartisan","None",0.51,0.33,0,0,0,0,0,0,0,0,16,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.18,26344,"Ipsos/Reuters",2016-09-23,2016-10-13,"Likely Voters",386,"Internet","Nonpartisan","None",0.49,0.33,0,0,0,0,0,0,0,0,26,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.2,26119,"Ipsos/Reuters",2016-09-16,2016-10-06,"Likely Voters",356,"Internet","Nonpartisan","None",0.48,0.32,0,0,0,0,0,0,0,0,33,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.17,25559,"Ipsos/Reuters",2016-08-26,2016-09-15,"Likely Voters",267,"Internet","Nonpartisan","None",0.51,0.32,0,0,0,0,0,0,0,0,54,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NE",0.13,25377,"WashPost/SurveyMonkey",2016-08-09,2016-09-01,"Registered Voters",983,"Internet","Nonpartisan","None",0.49,0.38,0,0,0,0,0,0,0,0,68,47,36,17,2.3,90.3,5.8,1.6,2.7,0.1,1.9,10.4,1352947,49.1,50.9,36.1,91,30.2,3.2,54996,20.6,24.5,12.6,14.8,3.9,9.5,8.7,64.9,37.7,11.1,7.4,3.7,0,1,2,72308,8.7,29000,9929,91.8,12.6,0,1,0,1,1,320636,27.9,0.65,-0.118014611,34.54568,0,0,0,0,0,0,0,0,1,0,0,1,7.75,6,0,0,0,7.25,0.76262425,83.58,0,1,1,2,0,0,0,0,0
"NV",0.03,26807,"SurveyMonkey",2016-10-31,2016-11-07,"Likely Voters",1207,"Internet","Nonpartisan","None",0.42,0.46,0.09,0,0,0,0,0,0,0,1,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0,26793,"UPI/CVOTER",2016-10-30,2016-11-06,"Likely Voters",323,"Internet","Nonpartisan","None",0.46,0.49,0,0,0,0.05,0,0,0,0,2,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0.13,26806,"Ipsos/Reuters",2016-10-17,2016-11-06,"Likely Voters",571,"Internet","Nonpartisan","None",0.42,0.45,0,0,0,0,0,0,0,0,2,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0.04,26763,"Remington Research Group (R)/Axiom Strategies",2016-11-01,2016-11-02,"Likely Voters",1793,"IVR/Live Phone","Sponsor","Rep",0.46,0.45,0.03,0,0,0.02,0,0,0,0,6,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0.07,26703,"PPP (D-Center for American Progress Action Fund)",2016-10-31,2016-11-01,"Likely Voters",688,"IVR/Online","Sponsor","Dem",0.45,0.48,0,0,0,0,0,0,0,0,7,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0.07,26643,"Lucid/The Times-Picayune",2016-10-28,2016-11-01,"Likely Voters",892,"Internet","Nonpartisan","None",0.38,0.45,0.07,0,0,0.02,0,0,0,0,7,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
"NV",0.04,26638,"JMC Analytics (R)/8 News NOW",2016-10-28,2016-11-01,"Likely Voters",600,"Live Phone","Pollster","Rep",0.45,0.45,0.04,0,0,0.03,0,0,0,0,7,37,46,18,5,71.6,10.2,2.1,10.2,1.2,10.2,28.1,1942764,50,50,37.8,85.6,23.6,7.9,52431,20.7,26.9,12.3,14.6,6.1,13.4,9.5,25.8,46.8,30.2,21.2,9,0,1,2,70576,13.1,27220,7116,87.7,14.7,0,1,0,0,0,57103,12.7,0.61,-0.081254333,46.73088,0,0,0,0,0,0,0,0,1,0,0,0,3.84,4.53,1,0,1,7.25,0.84869825,88.44,1,1,1,2,0,0,0,0,0
